feature	logFC	AveExpr	t	P.Value	adj.P.Val	B
ILMN_1657515	0.373620691711965	3.14688044597465	3.86339353361326	0.000189623618601695	0.0456929712957218	0.608572181251042
ILMN_1774375	-0.288350330911179	3.68947779590991	-3.85642088904217	0.000194443784166791	0.0462379643336096	0.58667900760411
ILMN_1672325	-0.341374364460822	3.04466942905836	-3.85210869255417	0.000197482960532901	0.0466537360030177	0.573153954807896
ILMN_1775163	0.471529693977343	4.88512240278498	3.84588558135825	0.000201948784472591	0.0470931536436245	0.553655174644136
ILMN_1714327	0.268010855400546	3.83442063752553	3.84283232715746	0.000204174865902566	0.047162076426186	0.544097017373724
ILMN_1717461	-0.419238836526131	3.01679806556301	-3.84190721626371	0.000204853949340468	0.047162076426186	0.541202087302305
ILMN_1769503	0.303565654482694	4.88949896079685	3.83746922460705	0.000208141697142014	0.0473863612877629	0.527321575146195
ILMN_1805151	-0.354972754064085	4.21249650545097	-3.8367665823258	0.000208666812064964	0.0473863612877629	0.525125045083473
ILMN_2363634	-0.326311041190578	3.57843842214768	-3.83530763310008	0.000209761178753412	0.0473863612877629	0.520565179000656
ILMN_1751424	-0.30833967919366	3.12765535881683	-3.8307566756973	0.000213210091280144	0.047866327635533	0.506349698285685
ILMN_1677482	0.285160696808215	3.19436211176713	3.82283735132749	0.000219340750558973	0.048938712524408	0.481642662015335
ILMN_2233539	-0.428743303871253	4.49922588553657	-3.81870465230772	0.000222606287462003	0.0490616113433787	0.468764424075623
